"Category","Issue","Severity","AffectedObject","Description","Impact","Remediation","DetectedDate","MitreTechnique","AnssiControl","Weight","SeverityLevel","Details","EstimatedEffort","KnownRisks","BackupRollback","OperationalNotes","TestName"
"Legacy Auth & Name Poisoning","NTLM Authentication Not Restricted in Domain","Medium","synthetic-object-124.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'NTLM Authentication Not Restricted in Domain', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'NTLM Authentication Not Restricted in Domain'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'NTLM Authentication Not Restricted in Domain'.","09/21/2026 20:17:10","T1557.001","vuln3_ntlm_not_restricted","10","2","{""Tier"":""100pct"",""Synthetic"":true}","High - fully restricting NTLM requires first auditing which applications/services still depend on it (often significant in legacy environments), then migrating or explicitly exempting each one, before enforcement can be raised to a deny level without breaking authentication.","Moving straight to a deny level without an audit period first will break authentication for any application, service, or legacy client that still relies on NTLM and has no Kerberos alternative configured - a real and common operational risk in mixed environments.","Easy - revert the GPO setting to 0 (Allow all); effective at next Group Policy refresh, no data loss.","",""
"Machine Account Quota","Non-Zero Machine Account Quota","Medium","synthetic-object-125.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Non-Zero Machine Account Quota', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Non-Zero Machine Account Quota'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Non-Zero Machine Account Quota'.","09/21/2026 20:17:10","T1136.002","vuln3_maq_nonzero","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single domain-wide attribute (ms-DS-MachineAccountQuota).","Lowering the quota to zero only prevents self-service computer joins by regular users; legitimate machine joins via delegated Create Computer Objects rights are unaffected.","Easy - revert the ms-DS-MachineAccountQuota attribute to its prior value; effective immediately, no data loss.","",""
"Audit Policy","No Auditing on Domain Root Object","Medium","synthetic-object-126.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'No Auditing on Domain Root Object', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'No Auditing on Domain Root Object'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'No Auditing on Domain Root Object'.","09/21/2026 20:17:10","T1685.001","vuln3_no_audit_domain_root","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - adding a SACL entry to one object.","No access-control impact; increases Security event log volume for changes to this specific object.","Easy - remove the SACL entry; effective immediately, no data loss.","",""
"Audit Policy","No Auditing on AdminSDHolder Object","Medium","synthetic-object-127.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'No Auditing on AdminSDHolder Object', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'No Auditing on AdminSDHolder Object'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'No Auditing on AdminSDHolder Object'.","09/21/2026 20:17:10","T1685.001","vuln3_no_audit_adminsdholder","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - adding a SACL entry to one object.","No access-control impact; increases Security event log volume for changes to this specific object.","Easy - remove the SACL entry; effective immediately, no data loss.","",""
"Replication Security","Membership in Privileged Operations Group","Medium","synthetic-object-128.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Membership in Privileged Operations Group', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Membership in Privileged Operations Group'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Membership in Privileged Operations Group'.","09/21/2026 20:17:10","T1078.002","vuln3_privileged_ops_group","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - reviewing each member of the operations group (e.g. Backup/Server/Account/Print Operators) for actual ongoing need, rather than a single mechanical change.","Removing a member who still has a legitimate operational need for the group's rights will break their ability to perform that work until re-added, so confirm with each member or their manager first.","Easy - re-add any member whose need is confirmed; effective on next Kerberos ticket refresh, no data loss.","",""
"Legacy Auth & Name Poisoning","LLMNR Not Disabled by Policy","Medium","synthetic-object-129.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'LLMNR Not Disabled by Policy', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'LLMNR Not Disabled by Policy'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'LLMNR Not Disabled by Policy'.","09/21/2026 20:17:10","T1557.001","vuln3_llmnr_not_disabled","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single GPO setting (Turn Off Multicast Name Resolution) applied domain-wide.","Disabling LLMNR removes a fallback name-resolution mechanism used when DNS fails to resolve a name, so environments with intermittent DNS issues could see minor resolution failures surface that LLMNR was previously masking.","Easy - revert the GPO setting; effective at next Group Policy refresh, no data loss.","",""
"Domain Security","Legacy Operating Systems in Domain","Medium","synthetic-object-130.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Legacy Operating Systems in Domain', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Legacy Operating Systems in Domain'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Legacy Operating Systems in Domain'.","09/21/2026 20:17:10","T1210","vuln3_legacy_os","10","2","{""Tier"":""100pct"",""Synthetic"":true}","High - decommissioning or upgrading legacy-OS systems is an environment-wide project requiring an application-dependency inventory and phased migration, not a single change.","Decommissioning or isolating a legacy-OS system can break any application still tied to it (e.g. an old line-of-business app that only runs on that OS), so this needs a dependency inventory first.","Hard/Limited - upgrading or decommissioning a legacy host is generally a one-way project; where feasible, take a full backup or VM snapshot of the host before changing it as the practical safety net.","",""
"Kerberos Security","KRBTGT Password Last Set Date Unknown","Medium","synthetic-object-131.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'KRBTGT Password Last Set Date Unknown', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'KRBTGT Password Last Set Date Unknown'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'KRBTGT Password Last Set Date Unknown'.","09/21/2026 20:17:10","T1558.001","vuln3_krbtgt_unknown","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - primarily an investigation into why the date is unreadable; if the password does turn out to be genuinely stale, treat it like the age-exceeded finding above.","Same ticket-invalidation risk as an overdue rotation once a reset is actually performed.","Hard/Limited - once reset, the password cannot be restored to a prior value.","Investigate why pwdLastSet is unreadable (a permissions or replication issue) before assuming the password is actually stale.",""
"Kerberos Security","KRBTGT Password Approaching Rotation Threshold","Medium","synthetic-object-132.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'KRBTGT Password Approaching Rotation Threshold', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'KRBTGT Password Approaching Rotation Threshold'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'KRBTGT Password Approaching Rotation Threshold'.","09/21/2026 20:17:10","T1558.001","vuln3_krbtgt_approaching","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - a routine, scheduled reset (or paced double reset) following Microsoft's standard rotation cadence, timed for a low-usage window rather than reactive to an incident.","Same ticket-invalidation risk as an overdue rotation, but being proactive/scheduled reduces disruption since it can be timed for a low-usage window.","Hard/Limited - a password reset cannot be undone to the old value, only reset again.","",""
"Stale-Object & Hygiene Depth","Insufficient Domain Controller Count","Medium","synthetic-object-133.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Insufficient Domain Controller Count', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Insufficient Domain Controller Count'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Insufficient Domain Controller Count'.","09/21/2026 20:17:10","T1485","vuln3_insufficient_dc_count","10","2","{""Tier"":""100pct"",""Synthetic"":true}","High - adding DCs is an infrastructure project (server/VM provisioning, licensing, capacity planning, possibly a new site), not a configuration change, and needs coordination with infrastructure/capacity-planning teams.","No risk from adding a DC itself beyond the normal operational load of any new DC promotion (replication during initial sync); the risk this finding actually describes is the opposite - insufficient redundancy leaves directory availability exposed if the remaining DC(s) fail.","Easy - a newly added DC can be demoted/removed later if genuinely not needed, with no impact on existing DCs.","",""
"Audit Policy","Insufficient Audit Policy Configuration","Medium","synthetic-object-134.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Insufficient Audit Policy Configuration', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Insufficient Audit Policy Configuration'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Insufficient Audit Policy Configuration'.","09/21/2026 20:17:10","T1685.001","vuln3_audit_insufficient","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a domain-wide GPO change validated across every DC.","Purely additive logging; essentially no access-control risk, but increases Security event log volume and may need log-size/SIEM capacity planning.","Easy - revert the GPO setting; effective at next Group Policy refresh, no data loss.","",""
"Group Policy","Insecure Setting Deployed via GPO","Medium","synthetic-object-135.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Insecure Setting Deployed via GPO', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Insecure Setting Deployed via GPO'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Insecure Setting Deployed via GPO'.","09/21/2026 20:17:10","T1484.001","vuln3_gpo_insecure_setting","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a single GPO setting change; confirm no application depends on the weaker current setting before tightening it.","Depends on the specific setting; generically, confirm no application or workflow relies on the current, weaker behavior before changing it.","Easy - revert the specific GPO setting; effective at next Group Policy refresh, no data loss.","",""
"DNS Security","Insecure Dynamic DNS Updates Enabled","Medium","synthetic-object-136.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Insecure Dynamic DNS Updates Enabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Insecure Dynamic DNS Updates Enabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Insecure Dynamic DNS Updates Enabled'.","09/21/2026 20:17:10","T1557","vuln3_dns_insecure_updates","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - switching to secure-only dynamic updates requires the zone to already be AD-integrated, and breaks self-registration for any non-domain-joined device currently updating its own record.","Switching to secure-only updates will break dynamic registration from any non-Windows or non-domain-joined device that currently self-registers (some Linux/IoT/appliance DHCP-DNS integrations), a documented Microsoft behavior.","Easy - revert the zone's dynamic-update setting; effective immediately, no data loss to existing records.","",""
"LAPS Deployment","Incomplete LAPS Coverage","Medium","synthetic-object-137.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Incomplete LAPS Coverage', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Incomplete LAPS Coverage'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Incomplete LAPS Coverage'.","09/21/2026 20:17:10","T1078.003","vuln3_laps_incomplete","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - extending the LAPS GPO/CSE to additional OUs or computers, and validating the schema attributes and client/CSE are present on the newly covered machines.","Low technical risk deploying LAPS more broadly; the main risk is procedural - confirm target computers are already schema-extended and have the LAPS client installed before expecting the GPO to take effect.","Easy - remove the GPO link/scope for the newly covered OUs if needed; LAPS-managed passwords already set remain valid, no data loss.","",""
"Domain Trusts","Forest Trust Without Selective Authentication","Medium","synthetic-object-138.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Forest Trust Without Selective Authentication', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Forest Trust Without Selective Authentication'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Forest Trust Without Selective Authentication'.","09/21/2026 20:17:10","T1482","vuln3_no_selective_auth","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - enabling selective authentication requires then explicitly granting ""Allowed to Authenticate"" rights to every resource/group that legitimately needs cross-forest access, so plan a discovery pass of existing cross-forest access first.","Enabling selective authentication immediately blocks all cross-forest authentication except where an explicit Allowed-to-Authenticate ACE has been granted, so existing legitimate cross-forest access will break until those ACEs are added.","Easy - toggle selective authentication back off via Domains and Trusts; effective immediately, no data loss.","",""
"LAPS Deployment","Expired LAPS Passwords","Medium","synthetic-object-139.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Expired LAPS Passwords', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Expired LAPS Passwords'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Expired LAPS Passwords'.","09/21/2026 20:17:10","T1078.003","vuln3_laps_expired","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - LAPS rotates each computer's password on its own schedule; an expired password typically self-corrects at the next rotation unless something is blocking it.","Low risk; forcing an immediate rotation on affected computers just changes the local admin password, with no compatibility impact beyond any manual process needing to fetch the new password from AD afterward.","Easy - LAPS keeps rotating on its own; there is no rollback needed, since a new randomly generated password is the intended end state.","",""
"Dangerous Permissions","Enterprise Key Admins Permissions Not Scoped to msDS-KeyCredentialLink","Medium","synthetic-object-140.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Enterprise Key Admins Permissions Not Scoped to msDS-KeyCredentialLink', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Enterprise Key Admins Permissions Not Scoped to msDS-KeyCredentialLink'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Enterprise Key Admins Permissions Not Scoped to msDS-KeyCredentialLink'.","09/21/2026 20:17:10","T1556","vuln3_enterprise_key_admins_scope","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a single-object ACE removal, but on a forest-wide replicated object, so it warrants confirming with the relevant application owner (e.g. Exchange, ADFS, or backup/DR tooling that sometimes provisions Configuration-NC rights during setup) before removing, plus a short post-change monitoring window.","Removing the ACE could break a directory-integrated product that legitimately extends the Configuration container (commonly Exchange setup/recipient-update accounts, or certain backup/DR tools) if the trustee is a genuine service account rather than a misconfiguration.","Moderate - export the object's current nTSecurityDescriptor (e.g. via dsacls or Get-Acl on the AD: PowerShell drive) before making the change so the exact ACE can be re-added if needed, and allow for AD replication convergence across all DCs before the removal is fully in effect forest-wide.","Since this ACE sits above the Public Key Services container this tool's own AD CS checks already review separately, cross-check the trustee against any known certificate-services or Exchange install accounts before removing it, to avoid duplicating remediation effort on the wrong object.",""
"Stale-Object & Hygiene Depth","Duplicate Service Principal Names","Medium","synthetic-object-141.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Duplicate Service Principal Names', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Duplicate Service Principal Names'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Duplicate Service Principal Names'.","09/21/2026 20:17:10","T1098","vuln3_duplicate_spn","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - Kerberos treats a duplicate SPN as ambiguous, and identifying which account should legitimately hold the SPN (versus the stale/incorrect one) requires investigation before removing it.","Removing the SPN from the wrong account (rather than the stale one) can break the legitimate service instead of fixing the conflict.","Easy - re-add the SPN to the account it was removed from via setspn; effective immediately, no data loss.","",""
"DNS Security","DNS Zone Transfer Allowed","Medium","synthetic-object-142.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'DNS Zone Transfer Allowed', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'DNS Zone Transfer Allowed'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'DNS Zone Transfer Allowed'.","09/21/2026 20:17:10","T1590.002","vuln3_dns_zone_transfer","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - restricting zone transfer to specific secondary server IPs is a single zone property.","Restricting zone transfer will break any legitimate secondary DNS server that currently relies on unrestricted transfer, so confirm the authorized secondary list first.","Easy - revert to the prior zone-transfer setting; effective immediately, no data loss.","",""
"AdminSDHolder","Deny ACE on AdminSDHolder","Medium","synthetic-object-143.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Deny ACE on AdminSDHolder', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Deny ACE on AdminSDHolder'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Deny ACE on AdminSDHolder'.","09/21/2026 20:17:10","T1098","vuln3_adminsdholder_deny_ace","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - removing a single unexpected Deny ACE from one object.","Low technical risk removing an unexpected deny entry, but confirm it wasn't intentionally placed to block a specific known-compromised or decommissioned account before removing it, since that would re-permit whatever it was blocking.","Moderate - export the AdminSDHolder ACL before changing it; the removal only reaches every protected object after SDProp's next propagation cycle.","",""
"User Account","Built-in Guest Account Enabled","Medium","synthetic-object-144.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Built-in Guest Account Enabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Built-in Guest Account Enabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Built-in Guest Account Enabled'.","09/21/2026 20:17:10","T1078","vuln3_guest_account_enabled","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single account disable; confirm no legacy application specifically authenticates as Guest first.","Disabling Guest is safe in virtually all modern environments; confirm no legacy kiosk/anonymous-access workflow depends on it before disabling.","Easy - re-enable the account if needed; no data loss either way.","",""
"Domain Hardening","Anonymous LDAP / RootDSE Binding Permitted","Medium","synthetic-object-145.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Anonymous LDAP / RootDSE Binding Permitted', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Anonymous LDAP / RootDSE Binding Permitted'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Anonymous LDAP / RootDSE Binding Permitted'.","09/21/2026 20:17:10","T1087.002","vuln3_anonymous_bind","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Medium - disabling anonymous LDAP bind requires confirming no legacy or third-party application relies on anonymous read access first.","Some legacy or third-party applications (older Unix LDAP clients, network appliances) query AD anonymously for RootDSE/schema info or basic lookups and will break once anonymous bind is disabled.","Easy - revert the dsHeuristics anonymous-bind bit (or equivalent registry/GPO setting) to its prior value; effective at next LDAP bind attempt, no data loss.","",""
"Domain Security","Account Lockout Threshold Above Recommended Maximum","Medium","synthetic-object-146.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Account Lockout Threshold Above Recommended Maximum', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Account Lockout Threshold Above Recommended Maximum'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Account Lockout Threshold Above Recommended Maximum'.","09/21/2026 20:17:10","T1110","vuln3_lockout_threshold_high","10","2","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single Default Domain Policy GPO value change.","Lowering the threshold increases the chance a legitimate user locks themselves out after a few genuine mistyped passwords, which may increase helpdesk password-reset/unlock volume.","Easy - revert the GPO setting; effective at next Group Policy refresh, no data loss.","",""
"Group Policy","Unlinked GPO","Low","synthetic-object-147.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Unlinked GPO', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Unlinked GPO'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Unlinked GPO'.","09/21/2026 20:17:10","T1484.001","vuln5_unlinked_gpo","1","1","{""Tier"":""100pct"",""Synthetic"":true}","Low - this is a hygiene finding; typical remediation is to delete the unused GPO or formally document/retain it.","Deleting an unlinked GPO is safe in the sense that it isn't currently applied anywhere, but if it's only temporarily unlinked (e.g. staged for a future rollout), deleting it loses that work - confirm with whoever created it first.","Moderate - back up the GPO with Backup-GPO before deleting so it can be restored with Restore-GPO if needed.","",""
"Admin Equivalence","SID History Attribute Populated","Low","synthetic-object-148.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'SID History Attribute Populated', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'SID History Attribute Populated'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'SID History Attribute Populated'.","09/21/2026 20:17:10","T1134.005","vuln5_sid_history_populated","1","1","{""Tier"":""100pct"",""Synthetic"":true}","Low - clearing sIDHistory is a single-attribute change once a completed migration is confirmed.","Clearing sIDHistory before every migrated resource's ACL has been updated to the new SID breaks the account's access to resources that still only trust the old SID - confirm migration completion first.","Hard/Limited - sIDHistory can't be restored without re-injecting it via the same migration tooling (e.g. ADMT) that originally populated it.","",""
"Domain Security","Short Tombstone Lifetime","Low","synthetic-object-149.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Short Tombstone Lifetime', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Short Tombstone Lifetime'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Short Tombstone Lifetime'.","09/21/2026 20:17:10","","vuln5_short_tombstone_lifetime","1","1","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single attribute change on one forest-wide object, reversible immediately, with no maintenance window needed.","Low technical risk; lengthening the value only extends the object-recovery and backup-usability window going forward and does not affect current authentication, replication, or application behavior.","Easy - revert tombstoneLifetime to its prior value with the same Set-ADObject command; takes effect as the change replicates, with no data-loss risk since increasing the value only lengthens, never shortens, the existing recovery window.","",""
"Domain Security","Outdated Forest Functional Level","Low","synthetic-object-150.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Outdated Forest Functional Level', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Outdated Forest Functional Level'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Outdated Forest Functional Level'.","09/21/2026 20:17:10","T1078.002","vuln4_outdated_ffl","4","1","{""Tier"":""100pct"",""Synthetic"":true}","High - every DC in every domain of the forest must already be running the target Windows Server version before the raise will succeed, so this needs a forest-wide inventory and sign-off from every domain admin, not just the forest root.","Low technical risk to clients or applications from the raise itself; the main risk is procedural - a raised forest functional level cannot be cleanly undone, so confirm no domain still has down-level DCs and that no AD-integrated product (e.g. Exchange) pins to the current level before proceeding.","Hard/Limited - per Microsoft documentation a forest functional level generally cannot be lowered once raised, with one narrow exception (Windows Server 2012 down to 2008 R2, only if the AD Recycle Bin has not been enabled); there is no attribute-level export or standard AD backup mechanism that undoes this change.","Raising the forest functional level does not raise domain functional levels, which are configured and must be raised separately if the goal is also to unlock domain-level features.",""
"Domain Security","Outdated Domain Functional Level","Low","synthetic-object-151.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Outdated Domain Functional Level', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Outdated Domain Functional Level'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Outdated Domain Functional Level'.","09/21/2026 20:17:10","T1078.002","vuln4_outdated_dfl","4","1","{""Tier"":""100pct"",""Synthetic"":true}","High - every DC in the domain must already be at or above the target OS level before the raise succeeds, requiring a domain-wide inventory and sign-off before proceeding.","Low technical risk from the raise itself; the main risk is procedural - confirm no down-level DCs remain, and that domain-functional-level-gated features (e.g. Protected Users, Kerberos armoring/FAST support) aren't silently unavailable at the current level.","Hard/Limited - like forest functional level, a raised domain functional level is designed not to be rolled back once every DC has adopted it; treat the raise as a one-way step.","",""
"AdminSDHolder","Orphaned adminCount Attribute","Low","synthetic-object-152.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Orphaned adminCount Attribute', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Orphaned adminCount Attribute'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Orphaned adminCount Attribute'.","09/21/2026 20:17:10","T1078.002","vuln4_orphaned_admincount","4","1","{""Tier"":""100pct"",""Synthetic"":true}","Low - reset a single attribute and re-enable inheritance on one object.","Low technical risk; confirm the object isn't intentionally kept protected for an undocumented reason before clearing.","Easy - reset adminCount and inheritance back if needed; effective immediately, no data loss.","",""
